user_id,retweet_count,retweeted,favorite_count,text,hashtags,mentions,created_at,created_str
2588788573.0,0.0,False,0.0,RT @realDonaldTrump: Video game violence &amp; glorification must be stopped—it is creating monsters!,[],"[""realdonaldtrump""]",1478770651000.0,2016-11-10 09:37:31
