user_id,retweet_count,retweeted,favorite_count,text,hashtags,mentions,created_at,created_str
2578879620.0,0.0,False,0.0,RT @tina_kandelaki: Donald Trump Teases a President Bid During a 1988 Oprah Show | The Oprah Winfrey Show | OWN - YouTube https://t.co/9Tek…,[],"[""tina_kandelaki""]",1479454417000.0,2016-11-18 07:33:37
